"genenames","CHASM","DawnRank","EntroRank","Intdriver","MA","MCGfinder","MaxMIF_HumanNet","MaxMIF_Influencegraph","MaxMIF_STRINGv10","Muf_max_HumanNet","Muf_max_STRINGv10","Muf_max_influencegraph","Muf_sum_HumanNet","Muf_sum_STRINGv10","Muf_sum_influencegraph","Music","NMTF","OncodriveClust","OncodriveFM","SIFT","Subdyquency","Unicovex_PPR","Unicovex_influnecegraph","activedriver","dendrix_frequency","dendrix_weight","diffusion","dndscv","dotsfinder","drivernet","polyphen-2","ncg_6","cgc","ccgs"
"HCFC2",3507,0,2026,0,323,0,6913,7260,7206,7544,14158,2693,4257,7050,4350,5553,0,1272,1537,11089,0,0,0,1155,0,0,0,1297,1258,0,1955,"N","N","N"
"MED13L",2709,0,1971,0,5960,0,5276,5494,2184,4829,4469,1334,1666,3979,2853,2091,0,1061,3227,7704,0,1539,1089,306,0,0,0,4464,1512,0,4198,"N","N","N"
"BLOC1S1",8829,0,2594,0,11153,0,7208,8068,7042,9310,10440,6259,9718,8517,6742,6907,0,0,0,7532,0,3809,2802,1156,0,0,0,2283,4962,0,641,"N","N","N"
"PZP",4079,0,4193,0,310,0,4566,4341,5988,4446,7544,8738,3704,2964,3367,7754,0,1658,1828,10455,0,0,0,1157,0,0,0,10034,2037,0,406,"N","N","N"
"IPO4",10171,0,1197,0,10363,0,473,2655,3076,1696,7672,7283,2620,2946,4486,10520,0,0,413,723,0,1924,1701,1501,0,0,0,14950,8997,0,2384,"N","N","N"
"C14orf37",4339,0,0,0,6794,0,8592,870,5192,0,0,0,0,0,0,7536,0,0,0,0,0,0,0,0,0,0,0,1008,1336,0,0,"N","N","N"
"DAPK2",8334,0,2595,0,8834,0,4574,8065,9915,3704,2889,10077,3667,4984,8673,9985,0,0,0,4558,0,3060,2886,538,0,0,0,6212,11810,0,3184,"N","N","Y"
"SCAPER",735,0,0,0,4911,381,2057,2107,5810,2002,8092,8059,1576,1837,2197,7765,0,599,3537,6919,0,460,0,218,0,0,0,5384,1217,0,6074,"Y","N","Y"
"ALPK3",1093,0,2260,0,8159,0,2524,3057,5768,4254,9703,7396,2935,2777,3196,7626,0,737,3418,5355,0,0,0,1158,0,0,0,3937,1491,0,5138,"N","N","Y"
"KLHL25",2009,35,4886,0,587,0,6592,4177,4705,4337,8254,4385,2768,3120,3160,681,0,0,5017,11469,863,0,0,1159,0,0,174,11519,4533,0,1632,"N","N","N"
"RHCG",10185,0,0,0,6505,0,4331,5750,5210,5092,9984,10306,5038,4455,5560,5390,0,0,256,11535,0,0,0,0,0,0,0,3858,6666,0,9697,"N","N","N"
"RGMA",10640,0,1438,0,18433,0,7225,1820,2503,7490,13909,4614,5746,6806,3880,11315,0,0,0,689,1239,2144,1803,0,0,0,0,19737,11219,0,0,"N","N","Y"
"APOBR",5724,0,2212,0,0,0,8665,1374,3907,2735,5302,1278,1494,1052,1298,6622,0,2107,0,9656,0,0,0,0,0,0,0,831,450,0,7100,"N","N","N"
"EDC4",6072,0,1698,0,4824,0,5524,2421,3507,4373,7302,6532,3688,2649,2953,8524,0,0,1677,722,0,1221,848,2840,0,0,0,15755,4780,0,7577,"N","N","N"
"DHRS13",5718,0,0,0,5221,0,4400,5815,5983,5316,8643,11312,3928,4668,6085,541,0,1046,419,3905,0,0,0,0,0,0,0,1644,2964,0,9449,"N","N","N"
"GPR179",5450,0,0,0,4368,0,6124,4676,9555,4186,7358,9338,1740,3012,3525,6658,0,1725,0,0,0,0,0,432,0,0,0,11707,1281,0,1002,"N","N","N"
"KRT28",3421,0,724,0,574,0,8823,2390,7526,6409,9886,4595,4232,3555,1943,456,0,1825,2808,9800,943,0,0,0,0,0,0,1324,1284,0,1078,"N","N","N"
"BRCA1",3,0,7,152,4837,45,15,518,58,34,3,7,93,42,53,4274,0,1662,2708,11537,27,57,54,517,0,0,554,37,104,6,6398,"Y","N","Y"
"DHX33",11255,0,4744,0,2745,0,5938,8064,7098,5205,8592,7744,8476,6489,8180,14287,0,0,0,696,0,0,0,0,0,0,0,5195,13374,0,0,"N","N","N"
"EVPL",5592,0,501,65,4231,277,906,902,1962,895,4518,1774,372,279,401,1819,0,2548,2442,686,208,117,121,47,0,0,0,4009,615,0,7610,"N","N","Y"
"TMC8",10520,0,0,0,6246,0,7940,8049,8531,10408,11295,12975,8537,8559,10011,11808,0,0,220,751,0,0,0,5497,0,0,0,19317,7201,0,9488,"N","N","N"
"ESCO1",5923,0,5961,0,6111,0,3416,8062,5543,3453,7263,4699,8700,6083,7835,8553,0,0,2791,11547,0,0,0,5345,0,0,0,5292,2911,0,5592,"N","N","Y"
"WDR7",349,0,0,0,3145,406,4398,4214,5232,1414,6226,7941,293,1453,2179,7522,0,1995,890,4089,0,650,0,1160,0,0,0,2601,374,0,3669,"N","N","N"
"ARHGAP28",4747,0,1001,0,4207,0,6542,987,9178,3764,10528,5416,2156,2169,1946,4386,0,526,0,0,332,0,0,1161,0,0,100,6026,1467,0,8089,"N","N","N"
"CD97",0,0,2121,0,1772,0,10202,10113,10205,14833,3739,0,14269,12065,0,5766,0,0,0,0,0,664,546,1162,0,0,0,1427,1318,0,0,"N","N","N"
"WDR87",7516,0,2596,0,14447,0,8698,1578,6775,9541,11915,10447,7143,6463,5638,7806,0,1431,0,4600,0,0,0,1163,0,0,0,5336,2261,0,0,"N","N","N"
"GPR4",11256,0,5308,0,18422,0,4022,8059,798,5781,5276,8976,10740,7910,7410,15493,0,0,0,673,0,0,0,0,198,112,0,8877,12195,0,0,"N","N","N"
"GPR32",8920,0,5383,0,8507,0,9766,8060,8998,13744,12951,5083,11835,10811,7972,3033,0,0,4011,6950,0,0,0,0,0,0,0,9270,6783,0,6939,"Y","N","N"
"ZNF606",2575,0,2597,0,9768,0,6831,8047,6493,10199,5101,10273,10500,6214,7647,8223,0,262,4421,9571,0,0,0,1164,0,0,0,12259,3619,0,6778,"N","N","N"
"MARCH7",3865,0,2598,0,0,0,0,0,0,0,0,0,0,0,0,5788,0,0,1857,4582,0,3944,3131,0,0,0,0,6625,0,0,4149,"N","N","N"
"SLC19A3",10443,0,0,0,18437,0,9765,8053,1626,13942,766,13845,12034,8096,10718,11512,0,0,0,667,0,4754,0,0,0,0,0,17471,10195,0,8068,"N","N","N"
"FAM150B",7429,0,0,0,9813,0,10489,10489,10489,0,14267,0,0,16020,0,3870,0,0,0,0,0,0,0,0,0,0,0,8934,10222,0,0,"N","N","N"
"SPTBN1",4670,0,288,0,9481,0,1014,2503,2007,748,4552,1287,766,701,924,7601,0,1120,1296,5556,0,580,506,28,0,0,0,12387,966,0,2965,"N","N","N"
"PREX1",568,0,462,0,2448,105,3116,878,86,1119,4618,350,465,389,580,7410,0,2532,2921,5926,142,107,130,391,0,0,348,592,294,46,1301,"N","N","N"
"CCT8",8123,0,705,0,10004,0,3249,6835,1875,3569,1158,108,901,3429,1548,8420,0,0,3274,6531,1179,2065,1659,1165,0,0,0,9446,5982,0,5506,"N","N","Y"
"KDELR3",10605,0,6121,0,15204,0,5353,8058,7608,8285,9736,3017,4437,6611,3215,6319,0,0,0,538,0,0,0,0,0,0,0,9557,11767,0,0,"N","N","N"
"GOLGB1",8356,0,128,0,6428,84,981,76,1366,770,2703,1213,265,149,265,7392,0,2320,1377,734,89,69,50,405,0,0,664,10082,200,0,5199,"N","N","N"
"LPP",2806,0,2494,0,6331,0,2643,730,9157,3075,5550,6062,1891,1466,3188,3933,0,2173,0,0,0,926,972,1166,0,0,0,3721,2079,0,7611,"Y","N","Y"
"CNTN4",1292,0,2317,0,746,0,5540,1689,2420,3148,5931,5219,2030,572,2001,5427,0,1521,2306,8023,0,0,0,1167,0,0,0,6267,1273,0,1151,"N","N","Y"
"COL7A1",2759,0,146,0,188,0,354,72,799,908,4646,1601,501,238,284,7437,195,102,1325,750,77,148,113,2064,0,0,486,6252,408,18,666,"N","N","Y"
"IL17RD",4604,0,2327,0,18425,0,2940,3151,5066,5366,10326,7199,5602,4840,5217,10495,0,0,2957,770,0,0,0,6586,0,0,0,12083,9940,0,1251,"N","N","Y"
"PHF17",0,0,0,0,10798,0,10422,10422,10422,15516,10263,6048,12326,8183,12273,8878,0,0,0,0,0,2528,0,1168,21,161,0,0,6762,0,0,"N","N","Y"
"PALLD",8259,0,2599,0,4445,0,5659,8054,6009,5753,15699,6888,6103,11545,5087,8061,0,1103,3745,6802,0,3910,3390,1169,0,0,0,10567,3354,0,41,"N","N","N"
"FIP1L1",2203,0,385,0,25884,0,1325,6081,4544,1422,2749,2646,3102,3511,2464,1010,0,0,0,11670,0,1731,1305,195,0,0,0,14599,3608,0,0,"N","N","Y"
"GDF9",6137,0,2011,0,2744,0,2346,6360,4949,4425,5830,4330,4503,2440,4305,3309,0,0,2027,6106,0,1695,1379,1170,0,0,0,9558,5837,0,6906,"N","N","N"
"TIFAB",7150,0,0,0,12252,0,9763,8050,8725,13915,16060,9608,12007,11906,7259,5205,0,0,0,9541,0,0,0,0,0,0,0,11776,10811,0,6919,"N","N","N"
"FBXO4",11257,0,5994,0,18419,0,5587,8061,1591,10364,751,4522,10895,9378,6342,10210,0,0,0,11554,0,4973,3798,0,0,0,0,2576,9239,0,0,"N","N","Y"
"BDP1",3682,0,558,0,5052,0,884,2587,326,951,441,2722,2161,2507,2368,7268,0,2497,2992,6278,779,0,0,1171,0,0,0,4276,1033,0,5696,"N","N","N"
"MICAL1",7928,0,2600,0,2978,0,5684,6454,5075,5487,3023,5855,4419,2380,4960,6670,0,1163,0,0,0,1601,1127,1172,0,0,0,5309,3457,0,1312,"N","N","N"
"CAP2",9778,0,1476,0,4726,0,2425,4175,3314,4303,4532,2211,5223,1558,3918,2919,0,0,3291,9585,0,2129,1548,1173,0,0,0,11142,4168,0,4678,"Y","N","N"
"SLC17A4",11258,0,0,0,18436,0,8750,1914,5463,9567,8482,10739,7170,4905,5789,11508,0,0,0,991,0,0,0,0,0,0,0,2577,7467,0,0,"N","N","N"
"MUC21",7520,0,481,0,13120,0,8567,672,533,4102,2159,4370,2447,1378,809,5466,0,0,4387,7065,321,0,0,1174,0,0,0,17415,4348,0,6278,"N","N","N"
"DNAH8",886,0,514,23,381,0,279,21,27,0,0,0,0,0,0,7401,70,1557,2067,9222,69,0,0,422,8,12,683,3116,154,0,1456,"N","N","Y"
"FAM83B",6331,19,2404,0,5321,0,9600,7060,8297,9618,14084,9380,7222,6978,5390,10190,0,0,2662,8785,0,0,0,1175,0,0,0,15175,6653,0,3569,"N","N","N"
"MUC12",5851,0,104,21,0,19,7920,15,60,577,1525,1331,56,25,85,25,0,58,0,4848,19,17,15,0,0,0,0,340,23,0,0,"N","N","N"
"ANKRD7",10993,0,0,0,15957,0,4965,8072,6267,3473,11525,12040,5808,7368,9243,5873,0,0,0,0,0,3495,0,0,0,0,0,16875,9656,0,4516,"N","N","N"
"NOS3",513,0,1339,0,4336,0,4498,5611,604,4719,328,111,3970,333,1568,6612,0,2201,1303,5075,1094,1588,1260,1176,0,0,0,9070,3512,0,2834,"N","N","Y"
"ASL",5064,0,2601,0,202,0,5845,8071,6347,6246,3578,10647,6614,5704,8423,1409,0,2259,1004,9131,0,3331,2763,0,0,0,0,924,1834,0,6819,"N","N","Y"
"BCL7B",8591,0,0,0,9536,0,8210,8069,8246,12056,11836,13884,9504,8554,10747,9459,0,0,0,7251,0,3788,0,1177,0,0,0,9903,9560,0,2548,"N","N","N"
"CDCA2",8787,0,0,0,5181,0,3103,1399,4226,3398,7131,7734,2397,1310,2153,4112,0,188,4303,7250,0,721,0,780,0,0,0,4359,1191,0,6615,"N","N","N"
"CSMD1",330,0,0,0,297,13,163,16,9066,455,4347,1286,17,16,69,156,18,300,348,11532,0,0,0,0,0,0,0,7599,31,0,7665,"N","N","Y"
"KCNU1",4626,0,5817,0,3160,0,8649,1277,1793,2747,4850,1842,1506,377,1219,6208,0,2162,4331,9475,0,0,0,1178,0,0,0,6719,1404,0,8124,"N","N","N"
"CYP7A1",7142,0,4047,0,18412,0,6240,8066,5603,8741,5710,9895,6570,4841,7963,9976,0,0,0,720,0,0,0,6139,0,0,0,17157,12026,0,417,"N","N","N"
"SLC7A13",10543,0,0,0,16131,0,4238,3861,6428,6556,9578,10680,4691,4757,5749,11586,0,0,672,697,0,0,0,0,0,0,0,17717,12130,0,8722,"N","N","N"
"LRRC8A",4925,0,0,0,2918,0,7782,8057,7091,10433,7868,13753,8551,5623,10643,1898,0,1247,4069,8024,0,0,0,1179,0,0,0,5417,2879,0,1150,"N","N","N"
"TEK",726,0,347,0,14767,398,731,1404,89,1048,999,500,683,369,750,9076,0,0,761,732,302,423,474,5707,0,0,0,9172,5685,0,2921,"N","N","Y"
"H2BFWT",11065,0,550,0,18360,0,9070,3905,4654,6359,6313,2131,4182,1726,2271,256,0,0,0,11550,396,0,0,0,0,0,535,91,2575,70,0,"N","N","N"
"IRS4",7430,49,399,34,3940,0,22,364,21,175,4428,430,280,329,452,131,0,2594,4406,7988,204,143,114,1180,0,0,0,2787,702,0,8140,"Y","Y","Y"
"ACSL4",3531,0,3857,0,886,0,4680,8073,5762,6543,3117,8924,2318,5133,7878,8241,0,0,1794,11126,0,0,0,1181,0,0,0,15646,6418,0,160,"N","N","N"
"MTM1",258,0,546,0,1354,0,529,1038,1483,1763,6539,1617,1227,1208,1322,424,0,500,731,4782,0,0,0,1182,0,0,0,533,445,0,2877,"N","N","N"
"MAGEA12",0,0,2602,0,2973,0,5006,397,2111,3070,3597,2694,2386,1748,1978,237,0,346,2667,8696,0,621,450,0,0,0,0,497,1201,0,5918,"N","N","N"
"DMD",149,0,75,42,2594,17,879,197,105,595,854,863,32,24,41,63,104,74,0,7703,25,33,27,1094,0,0,688,1723,17,135,0,"Y","N","Y"
"UPRT",944,0,1865,0,3804,0,5155,3908,2202,7779,1969,5592,6136,398,2687,5981,0,0,4700,8854,0,0,0,0,0,0,0,9980,6934,0,1410,"N","N","N"
"DACH2",556,0,2219,0,2431,0,5801,2842,1425,3808,4435,6644,2345,2351,2957,9981,0,0,0,0,0,1300,902,0,0,0,0,7841,11773,0,1482,"N","N","Y"
"ATPIF1",11259,0,5420,0,18408,0,7025,8070,5248,6625,14513,0,7910,14817,0,2569,0,0,0,0,0,3303,2726,0,0,0,0,889,8398,0,0,"N","N","N"
"PLCE1",1274,0,62,16,3996,0,546,52,9087,698,395,51,160,71,129,634,0,438,4136,11542,59,44,37,1278,156,9,0,449,123,0,1792,"Y","N","Y"
"PPARA",6213,0,839,186,18432,0,1173,4033,821,1086,849,919,3218,564,164,4930,0,0,0,10204,0,2256,2089,4264,0,0,0,1708,6485,0,4646,"N","N","Y"
"CLCC1",5470,0,0,0,0,0,8413,9313,7851,12704,15781,12250,10813,11627,9411,9854,0,0,0,5894,0,0,0,1183,0,0,0,18799,9566,0,8049,"N","N","Y"
"HIST2H2BE",7143,0,912,0,3912,0,644,3000,3839,2223,6861,2398,2846,2999,3120,1601,0,0,2042,704,1195,2119,1647,799,0,0,0,262,2558,0,4393,"N","N","N"
"TCHH",6864,0,693,0,10025,397,8470,206,9107,1439,7252,1758,629,479,531,985,0,1736,2509,5459,140,0,0,1184,0,0,0,4321,371,0,4392,"N","N","N"
"DAP3",4801,0,285,0,3397,0,5071,3350,2772,2871,10588,4008,1973,2227,1571,7916,0,2218,3218,5392,641,474,572,1185,0,0,0,623,2139,132,5920,"N","N","N"
"POU2F1",4926,0,6194,0,5875,0,2935,9295,5255,1572,3008,1993,3648,5318,491,7089,0,1644,1918,6932,0,4495,3394,1186,0,0,0,8740,3445,0,3842,"N","N","N"
"PAPPA2",1964,0,1543,71,6038,187,2543,1749,7339,1524,7226,4700,752,632,957,1861,40,1921,3909,9531,0,244,210,1187,0,0,0,7784,346,0,7194,"N","N","Y"
"CEP350",4039,0,0,0,11667,258,1566,1186,2966,1449,6053,5162,745,468,999,6806,0,2180,3788,5621,0,247,0,88,0,0,0,4064,169,0,6168,"N","N","Y"
"RGS8",2939,0,2603,0,4701,0,6199,9291,8696,6258,12076,7813,5463,8467,8610,2472,0,0,0,11381,0,4144,2814,0,0,0,0,1908,2882,0,0,"N","N","N"
"PTPRC",2610,0,5869,0,8751,0,5844,9294,10048,4497,862,4158,2701,799,3829,8923,0,0,0,0,0,3916,3511,6496,0,0,0,11287,2704,0,321,"Y","N","Y"
"KIF21B",3201,0,0,0,496,322,2382,1666,4248,1573,5968,6427,890,464,1432,1647,0,778,0,0,0,408,0,1188,0,0,0,3315,382,0,0,"N","N","N"
"CACNA1S",5272,0,229,0,2313,0,437,704,953,722,3479,1803,298,216,513,7651,0,760,4539,8786,0,243,160,1189,0,0,0,12157,1899,0,7346,"N","N","N"
"ITPKB",3904,0,801,0,10303,0,3378,2672,9348,2034,10577,1806,1730,2216,1665,126,0,2211,3722,4601,0,502,430,698,0,0,0,180,509,0,446,"Y","N","N"
"ADCK3",5789,0,0,0,0,0,10555,10555,10555,8643,2592,0,11043,13918,0,9261,0,0,0,0,0,3412,0,0,0,0,0,16897,11326,0,0,"N","N","Y"
"ZNF436",2950,0,4914,0,0,0,7941,9278,6339,11668,3329,4654,10372,5380,8265,7183,0,0,0,6257,0,3549,2163,1190,0,0,0,10426,7843,0,9101,"N","N","N"
"ZBTB8OS",3617,0,2604,114,0,0,6669,6091,6900,5313,13793,10359,5716,6690,5593,12060,0,0,0,691,0,2181,1990,0,0,0,0,9870,11642,0,8122,"N","N","N"
"CYP4A11",10861,0,4128,0,25193,0,7104,9310,7229,7363,7797,8852,10652,7422,6882,9971,0,0,0,4279,0,3043,2310,0,0,0,0,16801,9339,0,2718,"N","N","N"
"PER3",4062,0,1282,0,3383,0,2597,3491,831,2293,898,2886,1807,2404,2804,5663,0,0,3771,8462,0,1145,929,1191,0,0,0,3076,2861,0,6948,"N","N","N"
"SNX7",3058,0,2495,0,5065,0,7553,4708,7109,5454,9097,6586,3414,2071,2921,3376,0,0,0,733,0,1317,860,0,0,0,0,3238,1829,0,0,"N","N","N"
"ELOVL3",6728,0,2047,0,1107,0,4645,7261,3098,4642,4466,5066,6309,4958,2735,795,0,1230,1943,6140,0,0,0,0,0,0,0,1364,3796,0,4121,"N","N","N"
"C10orf118",0,0,0,0,0,0,10553,10553,10553,0,0,0,0,0,0,9493,0,0,0,0,0,0,0,0,0,0,0,10483,11506,0,0,"N","N","N"
"FAM24A",11260,0,0,0,0,0,9981,9305,10051,13388,15354,12644,11475,11201,9734,14816,0,0,0,740,0,0,0,0,0,0,0,15433,13271,0,0,"N","N","N"
"IKZF5",1150,0,1903,0,23890,0,5063,3578,3797,6509,4929,8808,2659,3498,4809,10492,0,0,0,6870,0,2077,1625,1192,0,0,0,19384,12083,0,6253,"N","N","N"
"AKR1C1",8612,0,1977,0,16123,0,5804,4886,3824,3676,12230,6774,2899,3862,3016,4834,0,2243,0,8395,0,1229,993,1194,0,0,0,3157,3133,0,0,"N","N","N"
"CDH23",1275,0,425,0,109,0,1543,3423,2479,1527,4199,971,1372,670,638,7480,193,374,0,0,617,711,544,603,0,0,95,11569,687,0,1644,"N","N","N"
"KAT6B",453,0,982,151,0,87,200,336,586,762,2105,1597,446,179,576,311,0,0,0,9481,0,128,127,1195,0,0,0,2148,281,0,7122,"N","N","Y"
"ZNF518A",9738,0,0,0,20834,0,7172,5885,9680,0,0,0,0,0,0,4278,0,0,0,0,0,2463,0,0,0,0,0,0,0,0,5055,"N","N","Y"
"NCAM1",4393,0,458,0,21274,0,761,1704,589,0,0,0,0,0,0,7724,0,2563,2085,694,327,370,248,3194,0,0,563,9603,1862,0,6375,"N","N","N"
"C1QTNF5",13112,0,0,0,0,0,8222,9319,10052,11485,9010,11862,11219,10119,9098,4899,0,0,0,0,0,0,0,0,0,0,0,899,0,0,0,"N","N","N"
"CRTAM",10848,0,2605,0,0,0,7694,9311,8892,9734,11002,13332,7431,8626,10305,9922,0,0,0,4062,0,0,0,0,0,0,0,17589,7143,0,2277,"N","N","N"
"QSER1",3593,0,0,0,3934,0,1844,224,2614,873,5670,3303,264,255,519,1305,0,2595,437,5578,0,0,0,865,0,0,0,445,194,0,2499,"N","N","N"
"KIAA1549L",2205,0,0,0,0,0,8887,2775,6355,4124,8391,7427,2471,1955,2122,7575,0,0,0,0,0,0,0,0,0,0,0,7096,886,0,0,"N","N","N"
"OR1S1",11261,0,4256,0,24793,0,9979,9297,10049,13862,7815,7874,11954,7213,8824,19370,0,0,0,0,0,0,0,0,0,0,0,4792,12201,0,0,"N","N","N"
"AHNAK",6345,0,2606,0,735,64,725,543,1925,876,3723,1374,478,328,659,7388,101,1037,1149,668,0,154,138,4,0,0,0,10582,178,0,7554,"N","N","N"
"NXF1",4201,0,94,0,3267,343,249,194,1071,692,4677,1697,360,242,530,6461,0,1217,4497,9877,250,142,142,1196,0,0,0,6462,3370,0,8641,"N","N","Y"
"PDE2A",5019,0,1925,0,5191,0,1865,1468,1757,2389,5563,3767,1999,622,1907,6661,0,0,0,0,0,0,0,2047,0,0,0,2149,1646,0,6643,"N","N","N"
"SYT9",1221,0,495,0,18218,0,3804,3296,5645,3347,7702,3200,2695,2556,1597,2966,0,870,3443,7889,0,0,0,0,0,0,0,12155,2512,0,5993,"N","N","N"
"C11orf30",1603,0,0,0,13246,246,10266,10177,10269,0,0,0,0,0,0,7635,0,0,0,0,0,685,0,0,0,0,0,7454,933,0,0,"N","N","Y"
"C11orf82",0,0,0,0,0,0,10552,10552,10552,0,0,0,0,0,0,9512,0,0,0,0,0,0,0,0,0,0,0,2032,10385,0,0,"N","N","N"
"SBF2",1212,0,2053,0,781,0,4899,4557,5275,2995,7498,3014,2791,1894,2993,7597,0,668,3240,672,0,1005,629,2757,0,0,0,14830,932,0,7368,"N","N","N"
"HSP90B1",11263,0,6457,0,0,0,3995,9300,3751,1014,1210,1964,3714,1985,497,10465,0,0,0,0,1544,5273,4167,0,0,0,138,2371,7430,0,0,"N","N","N"
"VSIG10",11264,0,0,0,20533,0,9977,9283,8964,14005,13536,14210,12098,11032,11002,12006,0,0,0,767,0,0,0,0,0,0,0,2555,9898,0,0,"N","N","N"
"KIF21A",527,0,0,0,22373,0,5609,3197,4053,3571,12238,9957,3039,3869,3688,7334,0,775,0,0,0,0,0,94,0,0,0,3539,2194,0,0,"N","N","Y"
"KRT84",10072,0,627,0,3668,324,5814,2991,4498,2657,7178,3774,2251,1598,1331,1584,0,1237,0,10672,0,0,0,1197,0,0,0,3922,1538,0,8616,"N","N","N"
"ANO2",4945,0,1818,0,1648,0,4690,4029,9474,0,0,0,0,0,0,7628,0,716,0,0,797,0,0,1198,0,0,0,9380,2188,0,0,"N","N","N"
"XPOT",1391,0,530,0,4688,408,538,1196,1990,986,9271,1923,667,1255,835,6439,0,132,1691,769,417,355,299,3649,0,0,0,7834,2138,0,6393,"N","N","N"
"GRIP1",2845,0,2016,0,14774,0,7000,8500,6021,4515,2644,2634,6091,2097,3987,8636,0,0,0,9801,0,2020,1354,1199,0,0,0,12404,3367,0,0,"N","N","N"
"ERCC5",5642,0,587,0,3602,0,1875,3867,1008,7391,1093,7033,10131,9036,12508,4764,0,0,0,0,726,1113,1047,0,0,0,169,7447,2094,0,6409,"N","N","Y"
"ATP8A2",11265,0,2607,0,28490,0,2473,5506,5286,1931,3652,9918,1188,1492,3681,9422,0,0,0,3228,0,0,0,0,0,0,0,1106,10235,0,0,"N","N","N"
"RB1",65,0,56,147,2264,107,40,458,54,138,8,13,136,78,188,29,0,1617,3608,7182,35,141,106,1200,0,0,0,15,77,0,8205,"Y","Y","Y"
"TMX1",11266,0,2608,0,0,0,5787,9284,7510,5417,16094,11471,3372,11940,8645,23074,0,0,0,744,0,0,0,0,0,0,0,8818,12753,0,0,"N","N","N"
"SIX4",1087,0,4630,0,15296,0,4045,6745,6368,6998,8002,5971,6041,5526,4894,7145,0,223,0,4343,0,2341,1839,1201,0,0,0,6215,2409,0,3371,"N","N","Y"
"CHURC1-FNTB",4109,0,4584,0,0,0,9502,6418,9734,0,0,0,0,0,0,6415,0,0,0,11549,0,0,0,0,0,0,0,2885,0,0,0,"N","N","N"
"PLEKHH1",4533,0,0,0,8971,0,4319,3634,6331,5973,10132,11068,3927,3473,5956,4581,0,227,4125,9145,0,0,0,0,0,0,0,2684,1192,0,6256,"N","N","N"
"SLC8A3",5035,0,4028,0,3187,0,2972,6945,4147,1191,4438,4514,1313,3689,5022,11589,0,0,2206,702,0,0,0,3972,0,0,0,8194,9559,0,611,"N","N","Y"
"YLPM1",2224,0,1670,0,9162,409,8634,1087,2719,2739,6400,4392,1498,781,1301,7193,0,2397,0,10675,0,344,251,141,0,0,0,4910,354,0,0,"N","N","N"
"DLST",3570,0,2609,0,0,0,4473,9309,7446,4245,9528,7240,7470,6213,4181,4305,0,0,0,4375,0,3143,2532,1202,0,0,0,3280,6337,0,3259,"N","N","N"
"NIPA1",0,0,0,0,0,0,8478,9298,8028,13018,8526,12323,11183,5774,9476,4682,0,0,0,8922,0,0,0,0,0,0,0,14279,8395,0,7462,"N","N","N"
"HERC2",1871,0,198,74,5143,33,961,171,374,638,1122,6,173,48,231,7386,113,2387,1852,683,78,37,38,66,0,0,676,16454,114,0,8192,"N","N","Y"
"CCNDBP1",8418,0,2610,0,0,0,8200,9317,8381,10593,15759,7039,10606,11605,2075,5070,0,0,0,6036,0,3570,3012,0,0,0,0,15992,10589,0,7678,"N","N","Y"
"CCPG1",3110,0,0,0,22760,0,6277,3250,6330,4622,8960,8937,3226,2718,3413,7543,0,0,3557,5299,0,0,0,1203,0,0,0,788,6155,0,1876,"N","N","N"
"ACAN",11126,0,813,0,4296,0,2824,3183,843,2917,1960,3406,2109,1122,790,4211,137,592,0,6309,528,1073,847,1204,0,0,0,7082,1925,0,0,"N","N","Y"
"CDH16",11016,0,6542,0,0,0,5186,9314,8803,5450,12711,1080,9740,8547,2323,8426,0,0,0,4890,0,0,0,0,0,0,0,4671,6205,0,2909,"N","N","N"
"ESRP2",3577,0,956,0,5114,0,2408,914,1687,2867,4576,4061,2860,2322,2843,5559,0,229,0,8752,0,0,0,1205,0,0,0,3685,3220,0,0,"N","N","N"
"ZFHX3",355,0,1105,0,4654,212,508,996,2084,1167,3415,3435,2654,10833,12867,249,0,2236,191,760,0,113,109,4780,0,0,0,61,92,0,3235,"Y","N","Y"
"ABAT",7570,0,2213,0,9721,225,1140,1516,2012,1047,4863,4084,610,388,705,2450,0,180,1114,725,0,329,300,0,0,0,0,4863,2400,0,3738,"N","N","N"
"SLFN13",10270,0,0,0,0,0,7610,9288,9054,8050,13451,12300,7620,9976,9458,9020,0,0,0,11534,0,0,0,0,0,0,0,4455,4512,0,5253,"N","N","N"
"TUBG2",7439,0,1763,0,8713,0,4415,8046,5487,2832,6227,3058,3419,1355,2820,23523,0,0,0,678,0,0,0,0,0,0,0,17070,7234,0,5220,"N","N","N"
"PLEKHH3",11267,0,0,0,0,0,4735,4060,4393,6724,8725,10622,6040,4384,5722,1246,0,0,0,0,0,0,0,0,0,0,0,141,5566,0,0,"N","N","N"
"C17orf104",1835,0,0,0,11968,0,10259,10170,10262,0,0,0,0,0,0,7639,0,0,0,0,0,0,0,0,0,0,0,5173,1502,0,0,"N","N","N"
"NFE2L1",2396,0,896,0,10463,0,1133,6806,5307,612,8171,2442,1447,5071,868,8046,0,0,1600,4889,0,1475,1291,1206,0,0,0,3402,3937,0,4371,"N","N","N"
"ABCA8",6067,0,0,0,708,0,1428,324,3064,936,5776,4252,398,361,715,1855,0,915,4823,7930,0,0,0,1207,0,0,0,3429,205,0,7889,"N","N","N"
"TP53",4,0,1,1,1284,1,4,2,1,1,1,4,1,1,2,1,1,18,22,10104,1,1,1,3,3,3,709,1,2,5,5171,"Y","Y","Y"
